DOI,Affiliations
10.1111/j.1540-6520.2012.00548.x,"University of Mannheim, Schloss, D-68131 Mannheim, Germany; WHU-Otto Beisheim School of Management, D-56179 Vallendar, Burgplatz 2, Germany"
10.1016/j.jash.2012.11.006,"Department of Internal Medicine and Therapeutics, University of Pavia, Fondazione IRCCS Policlinico S. Matteo, Pavia, 27100 Pavia, P.le C. Golgi, 2, Italy; Aging and Kidney Diseases, G. Descovich Atherosclerosis Study Center, University of Bologna, Bologna, Italy; Hospital Center of Diabetes, Sant'Angelo Lodigiano, Lodi, Italy; Ospedale Pesenti Fenaroli, Alzano Lombardo, Bergamo, Italy"
10.1590/S1413-78522012000600010,"Hospital das Clínicas, Faculdade de Medicina, Universidade de São Paulo, Brazil"
10.1161/CIRCULATIONAHA.112.118380,"Departments of Anesthesia and Medicine, Division of Cardiovascular Medicine, Brigham and Women's Hospital, Boston, MA 02115, 75 Francis St, United States; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, United States; Department of Pulmonary and Critical Care Medicine and Newborn Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, United States; Montefiore Medical Center, Albert Einstein College of Medicine, New York, NY, United States; Cardiovascular Institute, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, United States; Center for Accelerator Mass Spectrometry, Lawrence Livermore National Laboratory, Livermore, CA, United States"
10.1039/c2dt31510f,"Key Lab of Novel Thin Film Solar Cells, Chinese Academy of Sciences, Hefei, 230031, P.O. Box 1126, China"
10.1016/j.commatsci.2012.03.032,"Dunarea de Jos University of Galati, Galati 800008, 47 Domneasca Str., Romania"
10.1111/jcpt.12021,"Department of Internal Medicine and Therapeutics, University of Pavia, Fondazione IRCCS Policlinico S. Matteo, Pavia, 27100 Pavia, P.le C. Golgi, 2, Italy; Aging and Kidney Diseases, G. Descovich Atherosclerosis Study Center, University of Bologna, Bologna, Italy; Hospital Center of Diabetes, Sant'angelo Lodigiano, Lodi, Italy; Ospedale Pesenti Fenaroli, Alzano Lombardo, Bergamo, Italy"
10.1016/j.apsusc.2012.08.114,"Department für Geo- und Umweltwissenschaften, Sektion für Mineralogie, Petrologie und Geochemie, Ludwig-Maximilian-Universität, München, Germany; AZT Entwicklungszentrum, Sulzbach-Rosenberg, Germany"
10.1016/j.biomaterials.2013.02.057,"Advanced Center for Translational Regenerative Medicine (ACTREM), Karolinska Institutet, Huddinge, Stockholm, Sweden; Department of Molecular Medicine and Surgery, Division of Cardiothoracic Surgery, Karolinska Institutet, Karolinska University Hospital, Solna, Stockholm, Sweden; University of Rome Tor Vergata, Department of Industrial Engineering, Intrauniversitary Consortium for Material Science and Technology (INSTM), Research Unit Tor Vergata, Rome, Italy; Center for Bioscience, Department of Biosciences and Nutrition, Karolinska Institutet, Huddinge, Stockholm, Sweden"
10.1111/jmi.12018,"Center for Bioimage Informatics, Carnegie Mellon University, Pittsburgh, PA, United States; Department of Biomedical Engineering, Carnegie Mellon University, Pittsburgh, PA, United States; Department of Chemical Engineering, Carnegie Mellon University, Pittsburgh, PA, United States; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, United States"
10.1007/s00395-013-0335-3,"Center for Cardiovascular Research and Alternative Medicine, University of Wyoming College of Health Sciences, Laramie, WY 82071, United States; Department of Burn and Cutaneous Surgery, Xijing Hospital, Fourth Military Medical University, Xi'an 710032, China; Department of Cardiology, Xijing Hospital, Fourth Military Medical University, Xi'an 710032, China; Howard Hughes Medical Institute, University of Texas Southwestern Medical Center, Dallas, TX 75390, United States"
10.4049/jimmunol.1201651,"Mucosal Inflammation Program, Department of Anesthesiology, University of Colorado Denver, Aurora, CO 80045, 12700 East 19th Avenue, United States; Department of Anesthesiology, Korea University College of Medicine, Seoul 136-701, South Korea; Department of Anesthesiology, Perioperative, and Pain Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, United States"
10.1001/archpediatrics.2012.999,"Department of Applied Economics and Management, Cornell University, 15 Warren Hall, Ithaca, NY 14853, United States; Department of Marketing, New Mexico State University, Las Cruces, NM, United States"
10.3892/or.2013.2235,"Department of Hepatobiliary Surgery, Air Force General Hospital of PLA, Beijing 100142, China; Department of Radiation Oncology, Air Force General Hospital of PLA, Beijing 100142, China; Institute of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing 100015, 8 Jingshun East St., China; Department of General Surgery, Second People's Hospital of Guangdong Province, Guangzhou 510515, China"
10.1016/j.bionut.2011.06.023,"Departamento de Parasitologia, Microbiologia e Imunologia, Universidade Federal de Juiz de Fora, 36036-900 Juiz de Fora, Minas Gerais, Rua José Lourenço Kelmer s/n, Brazil; Departamento de Química, Universidade Federal de Juiz de Fora, Juiz de Fora, Minas Gerais, Brazil; Departamento de Biofísica, Universidade Federal de São Paulo, São Paulo, Brazil"
10.1038/nature11700,"Center for Molecular Medicine, National Heart, Lung and Blood Institute, NIH Bethesda, MD 20892, United States; Systems Biology Center, National Heart, Lung and Blood Institute, NIH Bethesda, MD 20892, United States; Department of Cardiovascular Surgery, Xijing Hospital, Fourth Military Medical University, Xi'an 710032, China; Howard Hughes Medical Institute, Children's Hospital Boston, Departments of Genetics and Pediatrics, Boston, MA 02115, United States; Proteomics Core, National Heart, Lung and Blood Institute, NIH Bethesda, MD 20892, United States; Department of Pathology, Institute of Gerontology, University of Michigan, Ann Arbor, MI 48109, United States; Key Laboratory of Medical Cell Biology, China Medical University, Shenyang 110001, China"
10.1111/j.1745-4603.2012.00367.x,"Unité Enzymes et Bioconversions, Ecole Nationale d'Ingénieurs de Sfax, University of Sfax, Sfax, 3038, BP 1173, Tunisia; Unité d'Analyses Alimentaire, Ecole Nationale d'Ingénieurs de Sfax, University of Sfax, Sfax , 3038, BP 1173, Tunisia"
10.1155/2013/564528,"Academic Affairs and Research Program, Cinquantenaire University (UNI-50/Lwiro), D.S. Bukavu, South-Kivu Province, Congo; Department of Biological, Agricultural and Environment Sciences, National Center for Research in Natural Sciences (CRSN/Lwiro), D.S. Bukavu, South-Kivu Province, Congo; Department of Nutrition and Dietetics, Centre of Research for Health Promotion (CRPS), Bukavu Higher Institute of Medical Techniques (ISTM/Bukavu), Bukavu, South-Kivu Province, P.O. Box 3036, Congo; Department of Environmental and Natural Resource Economics, Faculty of Natural Resources and Environmental Sciences, Busitema University, Tororo, P.O. Box 236, Uganda"
10.1016/j.cmet.2012.10.005,"School of Biological Sciences, Nanyang Technological University, Singapore 637551, Singapore; Singapore Institute for Clinical Sciences (ASTAR), Brenner Centre for Molecular Medicine, Singapore 117609, 30 Medical Drive, Singapore; Department of Biochemistry, YLL School of Medicine, National University of Singapore, Singapore 117597, Singapore"
10.1038/ki.2012.413,"Department of Emergency and Organ Transplantation, C.A.R.S.O. Consortium, University of Bari, Valenzano (BA) 70010, Italy; C.A.R.S.O. Consortium, Valenzano (BA), Italy; Department of Human Anatomy and Histology, University of Bari, Valenzano (BA), Italy; Schena Foundation, Research Center of Renal Diseases, Bari, Italy"
10.1111/j.1750-3841.2012.02959.x,"College of Veterinary Medicine, College of Food Science and Engineering, Northwest A and F Univ., Yangling, Shaanxi 712100, China; College of Life Science and Chemistry, Tianshui Normal Univ., Tianshui, Gansu 741001, China; College of Food Science and Engineering, Northwest A and F Univ., Yangling, Shaanxi 712100, China; College of Veterinary Medicine, Northwest A and F Univ., Yangling, Shaanxi 712100, China"
10.1099/vir.0.045765-0,"Federal University of Pará, Belém, Brazil; Division of Swine Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute of CAAS, Heilongjiang, China; China Institute of Veterinary Drug Control, Beijing 100081, China"
10.1097/EJA.0b013e3283592733,"Department of Anaesthesia, Faculty of Health Sciences, Linköping University Hospital, 585 85 Linköping, Sweden"
10.1007/s10620-012-2395-x,"Department of Tumor, First Affiliated Hospital, Zhengzhou University, Zhengzhou 450052, China; Department of Hemato-Tumor, First Affiliated Hospital, Henan University of TCM, Zhengzhou 450000, China; Department of Microbiology and Immunology, College of Basic Medical Sciences, Zhengzhou University, Zhengzhou 450001, China"
10.1186/1868-7083-4-9,"Center for Human Genetics, Université Catholique de Louvain, Cliniques universitaires Saint-Luc, Avenue Hippocrate 10, Brussels, B-1200, Belgium; Department of Pathology, Université Catholique de Louvain, Cliniques universitaires Saint-Luc, Avenue Hippocrate 10, Brussels, B-1200, Belgium; Colorectal Surgery, School of Medicine, Université Catholique de Louvain, Cliniques universitaires Saint-Luc, Avenue Hippocrate 10, Brussels, B-1200, Belgium; Institute of Pathology and Genetics, Avenue Georges Lemaître 25, Gosselies, 6041, Belgium"
10.1002/hfm.20298,"Department of Computer Science and Information Engineering, National Central University, Jhongli City, Taoyuan County 32001, No.300, Jhongda Rd., Taiwan; Department and Graduate School of Computer Science, National Pingtung University of Education, Pingtung 90003, No. 4-18, Ming Shen Rd., Taiwan; Global Earth Observation and Data Analysis Center (GEODAC), National Cheng Kung University, Tainan 701, No 1, Ta-Hsueh Road, Taiwan; Department of Information Management, National Kaohsiung First University of Science and Technology, Kaohsiung 811, Taiwan; Department of Information Management, Transworld University, Chia-Tong Li, Douliou, Yunlin 64063, No. 1221, Jen-Nang Road, Taiwan; Institute of Maritime Information and Technology, National Kaohsiung Marine University, Kaohsiung 80543, Taiwan"
10.4028/www.scientific.net/AMM.217-219.1077,"Department of Mechanical Engineering, National Taiwan University of Science and Technology, Da'an District, Taipei 106, No.43, Sec. 4, Keelung Rd., Taiwan; Department of Mechanical and Computer-Aided Engineering, St. John's University, Tamsui District, New Taipei City, 499, Sec. 4, Tam King Road, Taiwan"
10.2337/db11-1373,"Department of Medicine, University of Minnesota, Minneapolis, MN, United States; Department of Cardiology, Shanghai Chest Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China; Department of Nutrition and Food Science, Texas A and M University, College Station, TX, United States; Department of Animal Science, University of California, Davis, Davis, CA, United States; Department of Food Science and Nutrition, University of Minnesota, Saint Paul, MN, United States; Department of Pharmacology, Rush Medical College, Rush University, Chicago, IL, United States; INSERM, U1016, Institut Cochin, Paris, France; Centre National de la Recherche Scientifique, UMR8104, Paris, France; Universite Paris Descartes, Sorbonne Paris Cite, Paris, France; Department of Anatomy, Key Laboratory for Biomechanics and Tissue Engineering of Chongqing, Third Military Medical University, Chongqing, China; Vascular Biology Center, Georgia Health Sciences University, Augusta, GA, United States"
10.1007/s11270-012-1328-9,"Estación de Ciencias Mariñas de Toralla (ECIMAT), 36331 Vigo, Galicia, Spain; Unité d'Hydrobiologie, Laboratoire de Biosurveillance de l'Environnement, Faculté des Sciences de Bizerte, Université de Carthage, Zarzouna 7021, Tunisia"
10.3892/ol.2013.1123,"Department of Urology, The Fourth Affiliated Hospital of Nantong Medical College, Yancheng City No. 1 People's Hospital, Yancheng 224001, China; School of Basic Medical Science, Nanjing Medical University, Manjing 210029, China; Department of Thoracic Surgery, The Fourth Affiliated Hospital of Nantong Medical College, Yancheng City No. 1 People's Hospital, Yancheng 224001, China"
10.1016/S1995-7645(12)60190-4,"Radiology Department, Hospital Municipal of Haikou, Haikou 570208, Hainan Province, 43 People's Blvd, China; Neurology Department, Hospital Municipal of Haikou, Haikou 570208, Hainan Province, 43 People's Blvd, China; Department of Radioloy, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing 100730, China"
10.1016/j.leaqua.2012.11.008,"W.P. Carey School of Business, Arizona State University, Tempe, AZ 85287-4006, United States; School of Business, Sun Yat-Sen University, Guangzhou, 135 Xingang West Road, China; Department of Management, King's College London, London SE1 9NH, Franklin-Wilkins Building, 150 Stamford Street, United Kingdom; College of Business and Economics, The Australian National University, ACT 0200, Australia"
10.1016/j.eja.2012.11.001,"Regional Centre of Water Research (CREA), UCLM, 2. 02071 Albacete, Ctra. de las Peñas, km 3, Spain; Institute for Regional Development-UCLM, 02071, Albacete, Campus Universitario s/n., Spain"
10.1016/j.ridd.2013.01.015,"Ramon Llull University, 08022 Barcelona, C/Císter, 34, Spain; CPT Estel, 08500 Vic, C/Jaume I el Conqueridor, 19, Spain; Louisiana State University, Baton Rouge, Louisiana 70803, United States"
10.1097/LGT.0b013e3182554a48,"La Linea de la Concepción Hospital, Cádiz, Spain"
10.1074/jbc.M112.398776,"Instituto Química-Física Rocasolano, Consejo Superior de Investigaciones Científicas, 28006 Madrid, Serrano 119, Spain; Centro Regional de Investigaciones Biomédicas, Facultad de Medicina, Universidad de Castilla-La Mancha, 02006 Albacete, Spain; Departments of Veterinary Sciences and Molecular Biology, University of Wyoming, Laramie, WY 82071, United States"
10.1016/j.cej.2012.06.143,"Centro de Investigacão em Engenharia dos Processos Quimicos e Produtos da Floresta (CIEPQPF), GERSE - Group on Environmental, Reaction and Separation Engineering, Department of Chemical Engineering, University of Coimbra, 3030-790 Coimbra, Rua Sílvio Lima, Polo II - Pinhal de Marrocos, Portugal"
