Journal,Rank
Revista Brasileira de Geografia Fisica,20604
Revista Notas Historicas y Geograficas,20605
Rivista Italiana di Geotecnica,20606
Russian Journal of Organic Chemistry,20607
Shidnij Svit,20608
Social Evolution and History,20609
Strategies,20610
sub\urban,20611
Symmetry: Culture and Science,20612
Taiwan Journal of TESOL,20613
Telos,20614
TheoLogica,20615
Tilburg Law Review,20616
Wounds UK,20617
Yadian Yu Shengguang/Piezoelectrics and Acoustooptics,20618
African Review of Physics,20619
American Business Review,20620
Archives of Biological Sciences,20621
Asian Journal of International Law,20622
Atom Indonesia,20623
Bakhtiniana,20624
Banko Janakari,20625
Boletim Paranaense de Geosciencias,20626
Cailiao Gongcheng/Journal of Materials Engineering,20627
Case Reports in Nephrology,20628
Cliodynamics,20629
Current Signal Transduction Therapy,20630
Drugs and Therapy Perspectives,20631
Early Music History,20632
Economic Research Guardian,20633
Educational Administration: Theory and Practice,20634
Engenharia Sanitaria e Ambiental,20635
Environment and History,20636
Etnografica,20637
Foreign Literature Studies,20638
Forest Engineering,20639
Glasnik SED,20640
Informes de la Construccion,20641
Innovations in Incidence Geometry,20642
Interdisciplinary Journal for Religion and Transformation in Contemporary Society,20643
International Education Journal,20644
International Journal of Computing,20645
International Journal of Embedded and Real-Time Communication Systems,20646
International Journal of Healthcare Technology and Management,20647
International Journal of Nanoscience,20648
International Journal of Organ Transplantation Medicine,20649
International Journal of Social Quality(United States),20650
International Tinnitus Journal,20651
Italian Journal of Engineering Geology and Environment,20652
"Journal of Ayub Medical College, Abbottabad : JAMC",20653
Journal of Educational and Social Research,20654
Journal of Entomological Research,20655
Journal of Food Technology Research,20656
Journal of Neurocritical Care,20657
Journal of Plantation Crops,20658
Journal of Property Tax Assessment and Administration,20659
Journal of Russian Laser Research,20660
Journal of Social Economics Research,20661
Journal of the Iranian Statistical Society,20662
Medico e Bambino,20663
Microelectronics International,20664
Modern Judaism,20665
Neiranji Gongcheng/Chinese Internal Combustion Engine Engineering,20666
Nippon Kinzoku Gakkaishi/Journal of the Japan Institute of Metals,20667
Nordisk tidsskrift for utdanning og praksis,20668
Pakistan Journal of Zoology,20669
Poradnik Jezykowy,20670
Praktische Metallographie/Practical Metallography,20671
Rawal Medical Journal,20672
Refractories and Industrial Ceramics,20673
Revista de Economia Mundial,20674
SSRG International Journal of Engineering Trends and Technology,20675
Studies in Church History,20676
Theoretical Biology Forum,20677
Theoretical Medicine and Bioethics,20678
Topoi (Brazil),20679
US Geological Survey Circular,20680
Zapiski Rossiiskogo Mineralogicheskogo Obshchestva,20681
Acta Polytechnica,20682
"Acta Scientiarum Polonorum, Administratio Locorum",20683
Anais do Museu Paulista,20684
Annals of Critical Care,20685
Annals of Psychology,20686
"Asian Journal of Water, Environment and Pollution",20687
Atlantis,20688
Australian Feminist Law Journal,20689
Baltica,20690
Biological Letters,20691
Bonplandia,20692
Brazilian Journal of Physics,20693
Bulletin of Canadian Energy Geoscience,20694
Cognitive Semiotics,20695
Drug Development and Registration,20696
Economic and Environmental Geology,20697
Education Next,20698
English Scholarship Beyond Borders,20699
European Journal of General Dentistry,20700
Fisheries and Aquatic Life,20701
Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University,20702
Hrvatski Geografski Glasnik,20703
Humanities (Switzerland),20704
Ikenga,20705
International Journal of Environment and Pollution,20706
International Journal of Mobile Computing and Multimedia Communications,20707
Iranian Journal of Mathematical Sciences and Informatics,20708
Jisuanji Gongcheng/Computer Engineering,20709
Journal of Applied Mathematics and Informatics,20710
Journal of Bio-X Research,20711
Journal of Mathematical and Fundamental Sciences,20712
Journal of Research in Pharmacy,20713
Journal of Screenwriting,20714
Journal of the Acoustical Society of Korea,20715
Journal of the Association of Physicians of India,20716
Kazakhstan Archeology,20717
Landscape Architecture and Art,20718
Latin American and Latinx Visual Culture,20719
Ledger,20720
Life Cycle Reliability and Safety Engineering,20721
Logique et Analyse,20722
Market and Competition Law Review,20723
Materiale Plastice,20724
"Mathematics in Engineering, Science and Aerospace",20725
Medecine Palliative,20726
New Review of Information Networking,20727
Ochrona Srodowiska i Zasobow Naturalnych,20728
Optica Applicata,20729
Oral Science International,20730
Pan-Pacific Entomologist,20731
PASOS Revista de Turismo y Patrimonio Cultural,20732
Positions,20733
Rehabilitacia,20734
Revista Cubana de Enfermeria,20735
Revista de Gestao Ambiental e Sustentabilidade,20736
Roczniki humanistyczne,20737
Scientific Review Engineering and Environmental Sciences,20738
Studies in Australasian Cinema,20739
Synthesis Lectures on Human Language Technologies,20740
Acta Paedagogica Vilnensia,20741
African Diaspora,20742
Anales del Sistema Sanitario de Navarra,20743
Archivos de prevención de riesgos laborales,20744
Archivum Mathematicum,20745
Asia Pacific Journal of Environmental Law,20746
Asian Journal of Applied Linguistics,20747
Clinical Dysmorphology,20748
Colombia Forestal,20749
Drewno,20750
"Earth, Moon and Planets",20751
"Ecology, Economy and Society",20752
Engineering Review,20753
EnvironmentAsia,20754
ExELL,20755
Folia Malacologica,20756
Foundations and Trends in Information Systems,20757
Functional Materials,20758
Geoloski Anali Balkanskoga Poluostrva,20759
Hacquetia,20760
Hanjie Xuebao/Transactions of the China Welding Institution,20761
Historia i Swiat,20762
Hygiene + Medizin,20763
Innovar,20764
International Journal of Electronic Finance,20765
International Journal of Intelligent Information and Database Systems,20766
International Journal of Manufacturing Research,20767
International Journal of Organizational Diversity,20768
Italian Journal of Sociology of Education,20769
Journal for Social Action in Counseling and Psychology,20770
Journal for the Cognitive Science of Religion,20771
Journal of Applied Research and Technology,20772
Journal of Economic Geology,20773
Journal of Entrepreneurial and Organizational Diversity,20774
Journal of Fisheries and Environment,20775
Journal of Instrumental Analysis,20776
Journal of Landscape Architecture,20777
Journal of Marine Research,20778
Journal of Mathematical Analysis,20779
Journal of Radiotherapy in Practice,20780
Journal of the Korean Society for Aeronautical and Space Sciences,20781
Journal of Tropical Plant Pests and Diseases,20782
Jurnal Sylva Lestari,20783
Korean Accounting Review,20784
Kriminologie,20785
Open Anesthesia Journal,20786
Open Dentistry Journal,20787
Prescrire International,20788
Psychoanalytic Inquiry,20789
Qiangjiguang Yu Lizishu/High Power Laser and Particle Beams,20790
Rehabilitacion,20791
Review of Computer Engineering Research,20792
Review of Economics,20793
Revista de Psicologia (Peru),20794
Revista Digital de Biblioteconomia e Ciencia da Informacao,20795
Roads and Bridges - Drogi i Mosty,20796
Scandinavian Journal of the Old Testament,20797
Spirituality Studies,20798
Studia Semiotyczne,20799
Terra,20800
Topics in Linguistics,20801
Traditional and Kampo Medicine,20802
Turkish Journal of Thoracic and Cardiovascular Surgery,20803
US Geological Survey Data Report,20804
Veterinarski Arhiv,20805
Algebraic Structures and their Applications,20806
Azerbaijan Medical Journal,20807
Biomedical and Pharmacology Journal,20808
Brazilian Journal of Veterinary Pathology,20809
Bulgarian Journal of Veterinary Medicine,20810
Casopis pro Pravni Vedu a Praxi,20811
Chinese Journal of Radiological Health,20812
Direccion y Organizacion,20813
Drug Delivery Letters,20814
Eighteenth-Century Fiction,20815
ERS Monograph,20816
Film-Philosophy,20817
Gender a Vyzkum / Gender and Research,20818
Herald of the Russian Academy of Sciences,20819
Historiallinen aikakauskirja,20820
IEEE International Conference on Microelectronic Test Structures,20821
Indonesian Journal of Health Administration,20822
Information and Control,20823
International Journal of High Speed Electronics and Systems,20824
International Journal of Human Factors and Ergonomics,20825
International Journal of Innovative Computing and Applications,20826
International Journal of Vehicle Autonomous Systems,20827
Iranian Journal of Botany,20828
Iranian Journal of Materials Science and Engineering,20829
Iranian Journal of Pediatric Hematology and Oncology,20830
JBJS Case Connector,20831
Journal for Studies in Economics and Econometrics,20832
Journal fur Kulturpflanzen,20833
Journal of Classics Teaching,20834
Journal of Engineering Education Transformations,20835
Journal of Health Sciences,20836
Journal of Housing Research,20837
Journal of Indian Association for Child and Adolescent Mental Health,20838
Journal of Oral Medicine and Oral Surgery,20839
Journal of Real Estate Literature,20840
Journal of Siberian Federal University: Chemistry,20841
Journal of the International Society for Southeast Asian Agricultural Sciences,20842
Knygotyra,20843
Korean Journal of Medicinal Crop Science,20844
Langages,20845
Latino Studies,20846
Life Span and Disability,20847
New Design Ideas,20848
Noise Control Engineering Journal,20849
Obshchaya Reanimatologiya,20850
Polish Journal of Medical Physics and Engineering,20851
Population,20852
Proceedings of the Asian Technology Conference in Mathematics,20853
Psihoterapija,20854
Religiovedenie,20855
Revista Colombiana de Obstetricia y Ginecologia,20856
Revista de Defesa da Concorrencia,20857
"Revista de Derecho de la Seguridad Social, Laborum",20858
Revista Eletronica de Direito Processual,20859
Revista Internacional de Contaminacion Ambiental,20860
Rhetoric and Public Affairs,20861
Rossijskij Osteopaticeskij Zurnal,20862
Russian Journal of Genetics,20863
Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology,20864
South Asian Popular Culture,20865
Sumarski List,20866
Universum,20867
WikiJournal of Science,20868
World Journal of Dentistry,20869
Zeitschrift fur Allgemeinmedizin,20870
Active and Passive Electronic Components,20871
"African Journal of Food, Agriculture, Nutrition and Development",20872
Archivio Penale,20873
Art of Discrete and Applied Mathematics,20874
Audiology and Speech Research,20875
Blasting,20876
Brill's Journal of Afroasiatic Languages and Linguistics,20877
Central European Journal of Public Policy,20878
Chemistry and Technology of Fuels and Oils,20879
Chirurgie (Germany),20880
Computer Science Journal of Moldova,20881
Comunicata Scientiae,20882
Critical Studies in Fashion and Beauty,20883
Croatian Journal of Education,20884
Current Bioactive Compounds,20885
Current Pharmaceutical Analysis,20886
Ekonomia i Srodowisko,20887
Energy Engineering: Journal of the Association of Energy Engineers,20888
European Journal of Interdisciplinary Studies,20889
Exemplaria,20890
"Ferroelectrics, Letters Section",20891
"IEEE Region 10 Annual International Conference, Proceedings/TENCON",20892
Institutions and Economies,20893
International Journal of Computer Networks and Communications,20894
International Journal of Global Energy Issues,20895
International Journal of Law in Context,20896
International Journal of Online Pedagogy and Course Design,20897
Jinshu Rechuli/Heat Treatment of Metals,20898
Journal for Advancement of Marketing Education,20899
Journal of Acupuncture and Tuina Science,20900
Journal of Biological Control,20901
Journal of Geography (Chigaku Zasshi),20902
Journal of Global Ethics,20903
Journal of Information and Communication Convergence Engineering,20904
Journal of Latin Linguistics,20905
Journal of Ultrafine Grained and Nanostructured Materials,20906
"Korean Journal of Physical, Multiple and Health Disabilities",20907
Madera Bosques,20908
Mathematical Models in Engineering,20909
Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence,20910
New Zealand Entomologist,20911
Novosti Sistematiki Vysshikh Rastenii,20912
Operative Techniques in Otolaryngology - Head and Neck Surgery,20913
Osmanli Bilimi Arastirmalari,20914
Oxford Medical Case Reports,20915
Paediatric Surgery (Ukraine),20916
Pakistan Journal of Phytopathology,20917
Proceedings of the Centre for Economic History Research,20918
Psicologia e Sociedade,20919
Research Data Journal for the Humanities and Social Sciences,20920
Revista Alconpat,20921
Revista Brasileira de Alternative Dispute Resolution,20922
Revista de Metalurgia,20923
Revue Sage - Femme,20924
Scripta and E-Scripta,20925
